event_date,event_type,sub_event_type,actor1,actor2,interaction,admin1,fatalities
2021-06-21,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-21,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-21,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-06-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-20,Strategic developments,Headquarters or base established,Military Forces of Myanmar (2021-),,10,Kachin,0
2021-06-20,Strategic developments,Other,Civilians (Myanmar),,70,Yangon,0
2021-06-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-06-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-20,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-06-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-20,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-20,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-19,Strategic developments,Change to group/activity,People's Defense Force - Kyaukpadaung,,30,Mandalay,0
2021-06-19,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Shan-North,0
2021-06-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-19,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-19,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-19,Strategic developments,Change to group/activity,People's Defense Force - Shweli River Basin,,30,Shan-North,0
2021-06-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-06-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-North,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-19,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-19,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-18,Strategic developments,Looting/property destruction,KIO/KIA: Kachin Independence Organization/Kachin Independence Army,Military Forces of Myanmar (2021-),12,Shan-North,0
2021-06-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-18,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Sagaing,0
2021-06-18,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Nay Pyi Taw,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-18,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-18,Strategic developments,Change to group/activity,People's Defense Force - Bhamo,,30,Kachin,0
2021-06-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-18,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-18,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Shan-North,0
2021-06-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mon,0
2021-06-18,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2021-06-17,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-17,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-17,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mon,0
2021-06-17,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-17,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-17,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Kachin,0
2021-06-17,Strategic developments,Change to group/activity,IRDF: Insein Regional People Defence Force,,30,Yangon,0
2021-06-17,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-06-16,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Shan-South,0
2021-06-16,Strategic developments,Other,Civilians (Myanmar),,70,Shan-North,0
2021-06-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-16,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2021-06-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-16,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-16,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-East,0
2021-06-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayah,0
2021-06-15,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Yangon,0
2021-06-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-15,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Sagaing,0
2021-06-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-15,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Yangon,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-15,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-15,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-15,Strategic developments,Change to group/activity,PPDF: Pale People's Defence Force,,30,Sagaing,0
2021-06-15,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-15,Strategic developments,Arrests,Police Forces of Myanmar (2021-) Border Guard Police,Civilians (Myanmar),17,Rakhine,0
2021-06-14,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-14,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2021-06-14,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-14,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Ayeyarwady,0
2021-06-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayah,0
2021-06-14,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Mandalay,0
2021-06-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-14,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2021-06-14,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2021-06-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-14,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Yangon,0
2021-06-14,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-East,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-West,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-East,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-14,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),16,Mandalay,0
2021-06-14,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Bago-East,0
2021-06-14,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-14,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2021-06-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-13,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Mandalay,0
2021-06-13,Strategic developments,Headquarters or base established,Military Forces of Myanmar (2021-),,10,Shan-East,0
2021-06-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kachin,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-13,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-13,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-12,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Sagaing,0
2021-06-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-06-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-12,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Magway,0
2021-06-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-12,Strategic developments,Change to group/activity,Mawlamyine Revolutionary Force,,30,Mon,0
2021-06-12,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-South,0
2021-06-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-12,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2021-06-12,Strategic developments,Other,Military Forces of Myanmar (2021-),,10,Kachin,0
2021-06-12,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-11,Strategic developments,Other,Civilians (Myanmar),,70,Shan-South,0
2021-06-11,Strategic developments,Change to group/activity,Government of Myanmar (2021-) State Administration Council,,10,Kayin,0
2021-06-11,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2021-06-11,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mon,0
2021-06-11,Strategic developments,Change to group/activity,Government of Myanmar (2021-) State Administration Council,,10,Tanintharyi,0
2021-06-11,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2021-06-11,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-10,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2021-06-10,Strategic developments,Change to group/activity,People's Defense Force - Kangyidaunt,,30,Ayeyarwady,0
2021-06-10,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Magway,0
2021-06-10,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Magway,0
2021-06-10,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Sagaing,0
2021-06-10,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayin,0
2021-06-10,Strategic developments,Disrupted weapons use,Military Forces of Myanmar (2021-),Unidentified Armed Group (Myanmar),13,Shan-North,0
2021-06-10,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-North,0
2021-06-10,Strategic developments,Other,Civilians (Myanmar),,70,Chin,0
2021-06-10,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2021-06-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-10,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-10,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayin,0
2021-06-09,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Kachin,0
2021-06-09,Strategic developments,Agreement,Government of Myanmar (2021-) State Administration Council,ULA/AA: United League of Arakan/Arakan Army,12,Nay Pyi Taw,0
2021-06-09,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-09,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-09,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2021-06-09,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kachin,0
2021-06-09,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kayah,0
2021-06-09,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Yangon,0
2021-06-09,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2021-06-09,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),,10,Kayah,0
2021-06-09,Strategic developments,Change to group/activity,People's Defense Force - Kar Li,,30,Shan-South,0
2021-06-09,Strategic developments,Arrests,Military Forces of Myanmar (2021-) People's Militia Force,Civilians (Myanmar),17,Kachin,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Tanintharyi,0
2021-06-09,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
